Order_Date,Order_DateN,Date,Year,Quarter,Quarter_Name,Month,Month_Name,Month_Name_Short,Week_Number,Weekday,Weekday_Name,Weekday_Name_Short
5/31/2012,2012-05-31,2012-05-31,2012.0,2,Q2,5,May,May,22,4,Thursday,Thu
04-Mar-14 12:00:00 AM,2014-03-04,2014-03-04,2014.0,1,Q1,3,March,Mar,10,2,Tuesday,Tue
03-Apr-13 12:00:00 AM,2013-04-03,2013-04-03,2013.0,2,Q2,4,April,Apr,14,3,Wednesday,Wed
05-Oct-14 12:00:00 AM,2014-10-05,2014-10-05,2014.0,4,Q4,10,October,Oct,40,7,Sunday,Sun
7/27/2011,2011-07-27,2011-07-27,2011.0,3,Q3,7,July,Jul,30,3,Wednesday,Wed
09-Dec-13 12:00:00 AM,2013-12-09,2013-12-09,2013.0,4,Q4,12,December,Dec,50,1,Monday,Mon
08-Oct-13 12:00:00 AM,2013-10-08,2013-10-08,2013.0,4,Q4,10,October,Oct,41,2,Tuesday,Tue
9/14/2012,2012-09-14,2012-09-14,2012.0,3,Q3,9,September,Sep,37,5,Friday,Fri
5/17/2012,2012-05-17,2012-05-17,2012.0,2,Q2,5,May,May,20,4,Thursday,Thu
2/20/2014,2014-02-20,2014-02-20,2014.0,1,Q1,2,February,Feb,8,4,Thursday,Thu
11/28/2014,2014-11-28,2014-11-28,2014.0,4,Q4,11,November,Nov,48,5,Friday,Fri
10-Mar-13 12:00:00 AM,2013-03-10,2013-03-10,2013.0,1,Q1,3,March,Mar,10,7,Sunday,Sun
9/22/2014,2014-09-22,2014-09-22,2014.0,3,Q3,9,September,Sep,39,1,Monday,Mon
1/15/2014,2014-01-15,2014-01-15,2014.0,1,Q1,1,January,Jan,3,3,Wednesday,Wed
6/15/2013,2013-06-15,2013-06-15,2013.0,2,Q2,6,June,Jun,24,6,Saturday,Sat
1/23/2012,2012-01-23,2012-01-23,2012.0,1,Q1,1,January,Jan,4,1,Monday,Mon
04-Sep-13 12:00:00 AM,2013-09-04,2013-09-04,2013.0,3,Q3,9,September,Sep,36,3,Wednesday,Wed
12-Mar-11 12:00:00 AM,2011-03-12,2011-03-12,2011.0,1,Q1,3,March,Mar,10,6,Saturday,Sat
11/15/2013,2013-11-15,2013-11-15,2013.0,4,Q4,11,November,Nov,46,5,Friday,Fri
12/31/2014,2014-12-31,2014-12-31,2014.0,4,Q4,12,December,Dec,1,3,Wednesday,Wed
07-May-14 12:00:00 AM,2014-05-07,2014-05-07,2014.0,2,Q2,5,May,May,19,3,Wednesday,Wed
8/28/2014,2014-08-28,2014-08-28,2014.0,3,Q3,8,August,Aug,35,4,Thursday,Thu
08-Jul-13 12:00:00 AM,2013-07-08,2013-07-08,2013.0,3,Q3,7,July,Jul,28,1,Monday,Mon
11/29/2013,2013-11-29,2013-11-29,2013.0,4,Q4,11,November,Nov,48,5,Friday,Fri
09-Jun-14 12:00:00 AM,2014-06-09,2014-06-09,2014.0,2,Q2,6,June,Jun,24,1,Monday,Mon
5/14/2012,2012-05-14,2012-05-14,2012.0,2,Q2,5,May,May,20,1,Monday,Mon
11/20/2014,2014-11-20,2014-11-20,2014.0,4,Q4,11,November,Nov,47,4,Thursday,Thu
09-Jun-13 12:00:00 AM,2013-06-09,2013-06-09,2013.0,2,Q2,6,June,Jun,23,7,Sunday,Sun
10/14/2014,2014-10-14,2014-10-14,2014.0,4,Q4,10,October,Oct,42,2,Tuesday,Tue
08-Jul-14 12:00:00 AM,2014-07-08,2014-07-08,2014.0,3,Q3,7,July,Jul,28,2,Tuesday,Tue
11-Feb-11 12:00:00 AM,2011-02-11,2011-02-11,2011.0,1,Q1,2,February,Feb,6,5,Friday,Fri
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
11/15/2013,2013-11-15,2013-11-15,2013.0,4,Q4,11,November,Nov,46,5,Friday,Fri
6/21/2012,2012-06-21,2012-06-21,2012.0,2,Q2,6,June,Jun,25,4,Thursday,Thu
4/16/2011,2011-04-16,2011-04-16,2011.0,2,Q2,4,April,Apr,15,6,Saturday,Sat
11/18/2011,2011-11-18,2011-11-18,2011.0,4,Q4,11,November,Nov,46,5,Friday,Fri
5/17/2013,2013-05-17,2013-05-17,2013.0,2,Q2,5,May,May,20,5,Friday,Fri
07-May-13 12:00:00 AM,2013-05-07,2013-05-07,2013.0,2,Q2,5,May,May,19,2,Tuesday,Tue
4/30/2013,2013-04-30,2013-04-30,2013.0,2,Q2,4,April,Apr,18,2,Tuesday,Tue
06-Jun-14 12:00:00 AM,2014-06-06,2014-06-06,2014.0,2,Q2,6,June,Jun,23,5,Friday,Fri
9/18/2012,2012-09-18,2012-09-18,2012.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
3/27/2014,2014-03-27,2014-03-27,2014.0,1,Q1,3,March,Mar,13,4,Thursday,Thu
5/30/2013,2013-05-30,2013-05-30,2013.0,2,Q2,5,May,May,22,4,Thursday,Thu
03-Jul-11 12:00:00 AM,2011-07-03,2011-07-03,2011.0,3,Q3,7,July,Jul,26,7,Sunday,Sun
12/19/2012,2012-12-19,2012-12-19,2012.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
8/29/2012,2012-08-29,2012-08-29,2012.0,3,Q3,8,August,Aug,35,3,Wednesday,Wed
06-Mar-14 12:00:00 AM,2014-03-06,2014-03-06,2014.0,1,Q1,3,March,Mar,10,4,Thursday,Thu
11-Dec-14 12:00:00 AM,2014-12-11,2014-12-11,2014.0,4,Q4,12,December,Dec,50,4,Thursday,Thu
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
9/17/2014,2014-09-17,2014-09-17,2014.0,3,Q3,9,September,Sep,38,3,Wednesday,Wed
9/16/2013,2013-09-16,2013-09-16,2013.0,3,Q3,9,September,Sep,38,1,Monday,Mon
02-Apr-14 12:00:00 AM,2014-04-02,2014-04-02,2014.0,2,Q2,4,April,Apr,14,3,Wednesday,Wed
10/13/2014,2014-10-13,2014-10-13,2014.0,4,Q4,10,October,Oct,42,1,Monday,Mon
8/15/2011,2011-08-15,2011-08-15,2011.0,3,Q3,8,August,Aug,33,1,Monday,Mon
6/18/2013,2013-06-18,2013-06-18,2013.0,2,Q2,6,June,Jun,25,2,Tuesday,Tue
6/25/2012,2012-06-25,2012-06-25,2012.0,2,Q2,6,June,Jun,26,1,Monday,Mon
01-Apr-13 12:00:00 AM,2013-04-01,2013-04-01,2013.0,2,Q2,4,April,Apr,14,1,Monday,Mon
02-Jun-12 12:00:00 AM,2012-06-02,2012-06-02,2012.0,2,Q2,6,June,Jun,22,6,Saturday,Sat
7/26/2013,2013-07-26,2013-07-26,2013.0,3,Q3,7,July,Jul,30,5,Friday,Fri
08-Dec-13 12:00:00 AM,2013-12-08,2013-12-08,2013.0,4,Q4,12,December,Dec,49,7,Sunday,Sun
11/18/2014,2014-11-18,2014-11-18,2014.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
06-Jun-11 12:00:00 AM,2011-06-06,2011-06-06,2011.0,2,Q2,6,June,Jun,23,1,Monday,Mon
11/22/2014,2014-11-22,2014-11-22,2014.0,4,Q4,11,November,Nov,47,6,Saturday,Sat
05-Jun-13 12:00:00 AM,2013-06-05,2013-06-05,2013.0,2,Q2,6,June,Jun,23,3,Wednesday,Wed
9/25/2014,2014-09-25,2014-09-25,2014.0,3,Q3,9,September,Sep,39,4,Thursday,Thu
01-Sep-14 12:00:00 AM,2014-09-01,2014-09-01,2014.0,3,Q3,9,September,Sep,36,1,Monday,Mon
12-Jun-12 12:00:00 AM,2012-06-12,2012-06-12,2012.0,2,Q2,6,June,Jun,24,2,Tuesday,Tue
3/14/2013,2013-03-14,2013-03-14,2013.0,1,Q1,3,March,Mar,11,4,Thursday,Thu
2/24/2011,2011-02-24,2011-02-24,2011.0,1,Q1,2,February,Feb,8,4,Thursday,Thu
9/18/2014,2014-09-18,2014-09-18,2014.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
11-Jul-13 12:00:00 AM,2013-07-11,2013-07-11,2013.0,3,Q3,7,July,Jul,28,4,Thursday,Thu
11-Nov-11 12:00:00 AM,2011-11-11,2011-11-11,2011.0,4,Q4,11,November,Nov,45,5,Friday,Fri
8/30/2014,2014-08-30,2014-08-30,2014.0,3,Q3,8,August,Aug,35,6,Saturday,Sat
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
7/20/2013,2013-07-20,2013-07-20,2013.0,3,Q3,7,July,Jul,29,6,Saturday,Sat
5/30/2013,2013-05-30,2013-05-30,2013.0,2,Q2,5,May,May,22,4,Thursday,Thu
5/22/2014,2014-05-22,2014-05-22,2014.0,2,Q2,5,May,May,21,4,Thursday,Thu
5/22/2012,2012-05-22,2012-05-22,2012.0,2,Q2,5,May,May,21,2,Tuesday,Tue
3/21/2011,2011-03-21,2011-03-21,2011.0,1,Q1,3,March,Mar,12,1,Monday,Mon
09-Jul-12 12:00:00 AM,2012-07-09,2012-07-09,2012.0,3,Q3,7,July,Jul,28,1,Monday,Mon
5/25/2012,2012-05-25,2012-05-25,2012.0,2,Q2,5,May,May,21,5,Friday,Fri
9/23/2011,2011-09-23,2011-09-23,2011.0,3,Q3,9,September,Sep,38,5,Friday,Fri
6/26/2014,2014-06-26,2014-06-26,2014.0,2,Q2,6,June,Jun,26,4,Thursday,Thu
10-Jun-14 12:00:00 AM,2014-06-10,2014-06-10,2014.0,2,Q2,6,June,Jun,24,2,Tuesday,Tue
09-Dec-11 12:00:00 AM,2011-12-09,2011-12-09,2011.0,4,Q4,12,December,Dec,49,5,Friday,Fri
6/20/2012,2012-06-20,2012-06-20,2012.0,2,Q2,6,June,Jun,25,3,Wednesday,Wed
11-Apr-14 12:00:00 AM,2014-04-11,2014-04-11,2014.0,2,Q2,4,April,Apr,15,5,Friday,Fri
11/28/2012,2012-11-28,2012-11-28,2012.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
12-Apr-12 12:00:00 AM,2012-04-12,2012-04-12,2012.0,2,Q2,4,April,Apr,15,4,Thursday,Thu
11/18/2014,2014-11-18,2014-11-18,2014.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
11/16/2013,2013-11-16,2013-11-16,2013.0,4,Q4,11,November,Nov,46,6,Saturday,Sat
03-May-13 12:00:00 AM,2013-05-03,2013-05-03,2013.0,2,Q2,5,May,May,18,5,Friday,Fri
5/21/2014,2014-05-21,2014-05-21,2014.0,2,Q2,5,May,May,21,3,Wednesday,Wed
11/24/2011,2011-11-24,2011-11-24,2011.0,4,Q4,11,November,Nov,47,4,Thursday,Thu
11/14/2013,2013-11-14,2013-11-14,2013.0,4,Q4,11,November,Nov,46,4,Thursday,Thu
01-Oct-11 12:00:00 AM,2011-10-01,2011-10-01,2011.0,4,Q4,10,October,Oct,39,6,Saturday,Sat
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
08-Feb-13 12:00:00 AM,2013-02-08,2013-02-08,2013.0,1,Q1,2,February,Feb,6,5,Friday,Fri
10/13/2014,2014-10-13,2014-10-13,2014.0,4,Q4,10,October,Oct,42,1,Monday,Mon
8/21/2012,2012-08-21,2012-08-21,2012.0,3,Q3,8,August,Aug,34,2,Tuesday,Tue
6/21/2013,2013-06-21,2013-06-21,2013.0,2,Q2,6,June,Jun,25,5,Friday,Fri
7/16/2012,2012-07-16,2012-07-16,2012.0,3,Q3,7,July,Jul,29,1,Monday,Mon
6/17/2011,2011-06-17,2011-06-17,2011.0,2,Q2,6,June,Jun,24,5,Friday,Fri
08-Jun-12 12:00:00 AM,2012-06-08,2012-06-08,2012.0,2,Q2,6,June,Jun,23,5,Friday,Fri
06-Apr-14 12:00:00 AM,2014-04-06,2014-04-06,2014.0,2,Q2,4,April,Apr,14,7,Sunday,Sun
12/18/2013,2013-12-18,2013-12-18,2013.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
12/25/2012,2012-12-25,2012-12-25,2012.0,4,Q4,12,December,Dec,52,2,Tuesday,Tue
8/13/2014,2014-08-13,2014-08-13,2014.0,3,Q3,8,August,Aug,33,3,Wednesday,Wed
3/15/2012,2012-03-15,2012-03-15,2012.0,1,Q1,3,March,Mar,11,4,Thursday,Thu
11-Jun-13 12:00:00 AM,2013-06-11,2013-06-11,2013.0,2,Q2,6,June,Jun,24,2,Tuesday,Tue
5/27/2013,2013-05-27,2013-05-27,2013.0,2,Q2,5,May,May,22,1,Monday,Mon
10/15/2012,2012-10-15,2012-10-15,2012.0,4,Q4,10,October,Oct,42,1,Monday,Mon
10-Jun-11 12:00:00 AM,2011-06-10,2011-06-10,2011.0,2,Q2,6,June,Jun,23,5,Friday,Fri
10-Apr-11 12:00:00 AM,2011-04-10,2011-04-10,2011.0,2,Q2,4,April,Apr,14,7,Sunday,Sun
6/25/2014,2014-06-25,2014-06-25,2014.0,2,Q2,6,June,Jun,26,3,Wednesday,Wed
04-Sep-14 12:00:00 AM,2014-09-04,2014-09-04,2014.0,3,Q3,9,September,Sep,36,4,Thursday,Thu
4/30/2012,2012-04-30,2012-04-30,2012.0,2,Q2,4,April,Apr,18,1,Monday,Mon
11-Feb-12 12:00:00 AM,2012-02-11,2012-02-11,2012.0,1,Q1,2,February,Feb,6,6,Saturday,Sat
11/14/2011,2011-11-14,2011-11-14,2011.0,4,Q4,11,November,Nov,46,1,Monday,Mon
1/24/2011,2011-01-24,2011-01-24,2011.0,1,Q1,1,January,Jan,4,1,Monday,Mon
9/13/2013,2013-09-13,2013-09-13,2013.0,3,Q3,9,September,Sep,37,5,Friday,Fri
08-Jan-11 12:00:00 AM,2011-01-08,2011-01-08,2011.0,1,Q1,1,January,Jan,1,6,Saturday,Sat
06-Jul-14 12:00:00 AM,2014-07-06,2014-07-06,2014.0,3,Q3,7,July,Jul,27,7,Sunday,Sun
09-Feb-13 12:00:00 AM,2013-02-09,2013-02-09,2013.0,1,Q1,2,February,Feb,6,6,Saturday,Sat
12-Jan-11 12:00:00 AM,2011-01-12,2011-01-12,2011.0,1,Q1,1,January,Jan,2,3,Wednesday,Wed
9/20/2013,2013-09-20,2013-09-20,2013.0,3,Q3,9,September,Sep,38,5,Friday,Fri
03-May-12 12:00:00 AM,2012-05-03,2012-05-03,2012.0,2,Q2,5,May,May,18,4,Thursday,Thu
2/25/2014,2014-02-25,2014-02-25,2014.0,1,Q1,2,February,Feb,9,2,Tuesday,Tue
03-Dec-13 12:00:00 AM,2013-12-03,2013-12-03,2013.0,4,Q4,12,December,Dec,49,2,Tuesday,Tue
12/25/2013,2013-12-25,2013-12-25,2013.0,4,Q4,12,December,Dec,52,3,Wednesday,Wed
2/23/2012,2012-02-23,2012-02-23,2012.0,1,Q1,2,February,Feb,8,4,Thursday,Thu
12/27/2011,2011-12-27,2011-12-27,2011.0,4,Q4,12,December,Dec,52,2,Tuesday,Tue
8/19/2014,2014-08-19,2014-08-19,2014.0,3,Q3,8,August,Aug,34,2,Tuesday,Tue
04-Dec-11 12:00:00 AM,2011-12-04,2011-12-04,2011.0,4,Q4,12,December,Dec,48,7,Sunday,Sun
4/30/2013,2013-04-30,2013-04-30,2013.0,2,Q2,4,April,Apr,18,2,Tuesday,Tue
9/13/2012,2012-09-13,2012-09-13,2012.0,3,Q3,9,September,Sep,37,4,Thursday,Thu
5/29/2013,2013-05-29,2013-05-29,2013.0,2,Q2,5,May,May,22,3,Wednesday,Wed
04-Jan-14 12:00:00 AM,2014-01-04,2014-01-04,2014.0,1,Q1,1,January,Jan,1,6,Saturday,Sat
02-Jul-13 12:00:00 AM,2013-07-02,2013-07-02,2013.0,3,Q3,7,July,Jul,27,2,Tuesday,Tue
4/26/2013,2013-04-26,2013-04-26,2013.0,2,Q2,4,April,Apr,17,5,Friday,Fri
11/28/2012,2012-11-28,2012-11-28,2012.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
1/25/2013,2013-01-25,2013-01-25,2013.0,1,Q1,1,January,Jan,4,5,Friday,Fri
02-Jul-14 12:00:00 AM,2014-07-02,2014-07-02,2014.0,3,Q3,7,July,Jul,27,3,Wednesday,Wed
1/18/2011,2011-01-18,2011-01-18,2011.0,1,Q1,1,January,Jan,3,2,Tuesday,Tue
11/19/2011,2011-11-19,2011-11-19,2011.0,4,Q4,11,November,Nov,46,6,Saturday,Sat
8/18/2012,2012-08-18,2012-08-18,2012.0,3,Q3,8,August,Aug,33,6,Saturday,Sat
10/25/2012,2012-10-25,2012-10-25,2012.0,4,Q4,10,October,Oct,43,4,Thursday,Thu
01-Apr-13 12:00:00 AM,2013-04-01,2013-04-01,2013.0,2,Q2,4,April,Apr,14,1,Monday,Mon
12-Jun-13 12:00:00 AM,2013-06-12,2013-06-12,2013.0,2,Q2,6,June,Jun,24,3,Wednesday,Wed
9/28/2012,2012-09-28,2012-09-28,2012.0,3,Q3,9,September,Sep,39,5,Friday,Fri
5/21/2012,2012-05-21,2012-05-21,2012.0,2,Q2,5,May,May,21,1,Monday,Mon
1/16/2014,2014-01-16,2014-01-16,2014.0,1,Q1,1,January,Jan,3,4,Thursday,Thu
1/30/2014,2014-01-30,2014-01-30,2014.0,1,Q1,1,January,Jan,5,4,Thursday,Thu
12/29/2011,2011-12-29,2011-12-29,2011.0,4,Q4,12,December,Dec,52,4,Thursday,Thu
06-Mar-13 12:00:00 AM,2013-03-06,2013-03-06,2013.0,1,Q1,3,March,Mar,10,3,Wednesday,Wed
10/28/2014,2014-10-28,2014-10-28,2014.0,4,Q4,10,October,Oct,44,2,Tuesday,Tue
8/26/2012,2012-08-26,2012-08-26,2012.0,3,Q3,8,August,Aug,34,7,Sunday,Sun
12/28/2011,2011-12-28,2011-12-28,2011.0,4,Q4,12,December,Dec,52,3,Wednesday,Wed
10/14/2011,2011-10-14,2011-10-14,2011.0,4,Q4,10,October,Oct,41,5,Friday,Fri
03-Jan-12 12:00:00 AM,2012-01-03,2012-01-03,2012.0,1,Q1,1,January,Jan,1,2,Tuesday,Tue
11/23/2011,2011-11-23,2011-11-23,2011.0,4,Q4,11,November,Nov,47,3,Wednesday,Wed
02-Jul-13 12:00:00 AM,2013-07-02,2013-07-02,2013.0,3,Q3,7,July,Jul,27,2,Tuesday,Tue
11/17/2011,2011-11-17,2011-11-17,2011.0,4,Q4,11,November,Nov,46,4,Thursday,Thu
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
04-Mar-14 12:00:00 AM,2014-03-04,2014-03-04,2014.0,1,Q1,3,March,Mar,10,2,Tuesday,Tue
8/16/2012,2012-08-16,2012-08-16,2012.0,3,Q3,8,August,Aug,33,4,Thursday,Thu
09-Dec-14 12:00:00 AM,2014-12-09,2014-12-09,2014.0,4,Q4,12,December,Dec,50,2,Tuesday,Tue
06-Sep-11 12:00:00 AM,2011-09-06,2011-09-06,2011.0,3,Q3,9,September,Sep,36,2,Tuesday,Tue
11-May-14 12:00:00 AM,2014-05-11,2014-05-11,2014.0,2,Q2,5,May,May,19,7,Sunday,Sun
8/22/2011,2011-08-22,2011-08-22,2011.0,3,Q3,8,August,Aug,34,1,Monday,Mon
8/16/2012,2012-08-16,2012-08-16,2012.0,3,Q3,8,August,Aug,33,4,Thursday,Thu
05-Jan-13 12:00:00 AM,2013-01-05,2013-01-05,2013.0,1,Q1,1,January,Jan,1,6,Saturday,Sat
10/27/2011,2011-10-27,2011-10-27,2011.0,4,Q4,10,October,Oct,43,4,Thursday,Thu
11-Aug-14 12:00:00 AM,2014-08-11,2014-08-11,2014.0,3,Q3,8,August,Aug,33,1,Monday,Mon
11/22/2011,2011-11-22,2011-11-22,2011.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
08-Jul-14 12:00:00 AM,2014-07-08,2014-07-08,2014.0,3,Q3,7,July,Jul,28,2,Tuesday,Tue
10-Feb-14 12:00:00 AM,2014-02-10,2014-02-10,2014.0,1,Q1,2,February,Feb,7,1,Monday,Mon
10/22/2013,2013-10-22,2013-10-22,2013.0,4,Q4,10,October,Oct,43,2,Tuesday,Tue
8/22/2013,2013-08-22,2013-08-22,2013.0,3,Q3,8,August,Aug,34,4,Thursday,Thu
9/18/2014,2014-09-18,2014-09-18,2014.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
10/20/2014,2014-10-20,2014-10-20,2014.0,4,Q4,10,October,Oct,43,1,Monday,Mon
8/29/2014,2014-08-29,2014-08-29,2014.0,3,Q3,8,August,Aug,35,5,Friday,Fri
10-Jul-14 12:00:00 AM,2014-07-10,2014-07-10,2014.0,3,Q3,7,July,Jul,28,4,Thursday,Thu
12/19/2013,2013-12-19,2013-12-19,2013.0,4,Q4,12,December,Dec,51,4,Thursday,Thu
1/30/2012,2012-01-30,2012-01-30,2012.0,1,Q1,1,January,Jan,5,1,Monday,Mon
8/31/2013,2013-08-31,2013-08-31,2013.0,3,Q3,8,August,Aug,35,6,Saturday,Sat
06-Sep-14 12:00:00 AM,2014-09-06,2014-09-06,2014.0,3,Q3,9,September,Sep,36,6,Saturday,Sat
4/18/2013,2013-04-18,2013-04-18,2013.0,2,Q2,4,April,Apr,16,4,Thursday,Thu
11/27/2014,2014-11-27,2014-11-27,2014.0,4,Q4,11,November,Nov,48,4,Thursday,Thu
11/26/2014,2014-11-26,2014-11-26,2014.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
12-Mar-14 12:00:00 AM,2014-03-12,2014-03-12,2014.0,1,Q1,3,March,Mar,11,3,Wednesday,Wed
02-Aug-13 12:00:00 AM,2013-08-02,2013-08-02,2013.0,3,Q3,8,August,Aug,31,5,Friday,Fri
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
8/22/2014,2014-08-22,2014-08-22,2014.0,3,Q3,8,August,Aug,34,5,Friday,Fri
8/18/2012,2012-08-18,2012-08-18,2012.0,3,Q3,8,August,Aug,33,6,Saturday,Sat
09-Aug-14 12:00:00 AM,2014-08-09,2014-08-09,2014.0,3,Q3,8,August,Aug,32,6,Saturday,Sat
11/29/2012,2012-11-29,2012-11-29,2012.0,4,Q4,11,November,Nov,48,4,Thursday,Thu
9/17/2014,2014-09-17,2014-09-17,2014.0,3,Q3,9,September,Sep,38,3,Wednesday,Wed
05-Sep-14 12:00:00 AM,2014-09-05,2014-09-05,2014.0,3,Q3,9,September,Sep,36,5,Friday,Fri
7/26/2012,2012-07-26,2012-07-26,2012.0,3,Q3,7,July,Jul,30,4,Thursday,Thu
7/22/2013,2013-07-22,2013-07-22,2013.0,3,Q3,7,July,Jul,30,1,Monday,Mon
04-Jun-12 12:00:00 AM,2012-06-04,2012-06-04,2012.0,2,Q2,6,June,Jun,23,1,Monday,Mon
11/21/2014,2014-11-21,2014-11-21,2014.0,4,Q4,11,November,Nov,47,5,Friday,Fri
12-Aug-14 12:00:00 AM,2014-08-12,2014-08-12,2014.0,3,Q3,8,August,Aug,33,2,Tuesday,Tue
6/29/2012,2012-06-29,2012-06-29,2012.0,2,Q2,6,June,Jun,26,5,Friday,Fri
07-Jun-13 12:00:00 AM,2013-06-07,2013-06-07,2013.0,2,Q2,6,June,Jun,23,5,Friday,Fri
09-Dec-11 12:00:00 AM,2011-12-09,2011-12-09,2011.0,4,Q4,12,December,Dec,49,5,Friday,Fri
8/13/2012,2012-08-13,2012-08-13,2012.0,3,Q3,8,August,Aug,33,1,Monday,Mon
12/26/2014,2014-12-26,2014-12-26,2014.0,4,Q4,12,December,Dec,52,5,Friday,Fri
2/23/2014,2014-02-23,2014-02-23,2014.0,1,Q1,2,February,Feb,8,7,Sunday,Sun
7/22/2014,2014-07-22,2014-07-22,2014.0,3,Q3,7,July,Jul,30,2,Tuesday,Tue
03-Jan-13 12:00:00 AM,2013-01-03,2013-01-03,2013.0,1,Q1,1,January,Jan,1,4,Thursday,Thu
12/19/2011,2011-12-19,2011-12-19,2011.0,4,Q4,12,December,Dec,51,1,Monday,Mon
9/19/2012,2012-09-19,2012-09-19,2012.0,3,Q3,9,September,Sep,38,3,Wednesday,Wed
1/21/2013,2013-01-21,2013-01-21,2013.0,1,Q1,1,January,Jan,4,1,Monday,Mon
12/13/2012,2012-12-13,2012-12-13,2012.0,4,Q4,12,December,Dec,50,4,Thursday,Thu
11/28/2014,2014-11-28,2014-11-28,2014.0,4,Q4,11,November,Nov,48,5,Friday,Fri
09-Oct-11 12:00:00 AM,2011-10-09,2011-10-09,2011.0,4,Q4,10,October,Oct,40,7,Sunday,Sun
8/16/2013,2013-08-16,2013-08-16,2013.0,3,Q3,8,August,Aug,33,5,Friday,Fri
7/25/2011,2011-07-25,2011-07-25,2011.0,3,Q3,7,July,Jul,30,1,Monday,Mon
1/31/2011,2011-01-31,2011-01-31,2011.0,1,Q1,1,January,Jan,5,1,Monday,Mon
10/30/2013,2013-10-30,2013-10-30,2013.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
6/27/2013,2013-06-27,2013-06-27,2013.0,2,Q2,6,June,Jun,26,4,Thursday,Thu
12/27/2011,2011-12-27,2011-12-27,2011.0,4,Q4,12,December,Dec,52,2,Tuesday,Tue
10/17/2011,2011-10-17,2011-10-17,2011.0,4,Q4,10,October,Oct,42,1,Monday,Mon
07-Feb-13 12:00:00 AM,2013-02-07,2013-02-07,2013.0,1,Q1,2,February,Feb,6,4,Thursday,Thu
9/21/2011,2011-09-21,2011-09-21,2011.0,3,Q3,9,September,Sep,38,3,Wednesday,Wed
05-Aug-14 12:00:00 AM,2014-08-05,2014-08-05,2014.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
6/25/2012,2012-06-25,2012-06-25,2012.0,2,Q2,6,June,Jun,26,1,Monday,Mon
8/16/2011,2011-08-16,2011-08-16,2011.0,3,Q3,8,August,Aug,33,2,Tuesday,Tue
4/16/2013,2013-04-16,2013-04-16,2013.0,2,Q2,4,April,Apr,16,2,Tuesday,Tue
7/29/2014,2014-07-29,2014-07-29,2014.0,3,Q3,7,July,Jul,31,2,Tuesday,Tue
9/20/2012,2012-09-20,2012-09-20,2012.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
9/27/2013,2013-09-27,2013-09-27,2013.0,3,Q3,9,September,Sep,39,5,Friday,Fri
12/31/2011,2011-12-31,2011-12-31,2011.0,4,Q4,12,December,Dec,52,6,Saturday,Sat
10/16/2013,2013-10-16,2013-10-16,2013.0,4,Q4,10,October,Oct,42,3,Wednesday,Wed
4/20/2011,2011-04-20,2011-04-20,2011.0,2,Q2,4,April,Apr,16,3,Wednesday,Wed
08-Feb-12 12:00:00 AM,2012-02-08,2012-02-08,2012.0,1,Q1,2,February,Feb,6,3,Wednesday,Wed
10/22/2011,2011-10-22,2011-10-22,2011.0,4,Q4,10,October,Oct,42,6,Saturday,Sat
10-Sep-13 12:00:00 AM,2013-09-10,2013-09-10,2013.0,3,Q3,9,September,Sep,37,2,Tuesday,Tue
10/23/2013,2013-10-23,2013-10-23,2013.0,4,Q4,10,October,Oct,43,3,Wednesday,Wed
12/25/2012,2012-12-25,2012-12-25,2012.0,4,Q4,12,December,Dec,52,2,Tuesday,Tue
12/21/2011,2011-12-21,2011-12-21,2011.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
4/30/2012,2012-04-30,2012-04-30,2012.0,2,Q2,4,April,Apr,18,1,Monday,Mon
8/25/2011,2011-08-25,2011-08-25,2011.0,3,Q3,8,August,Aug,34,4,Thursday,Thu
2/15/2011,2011-02-15,2011-02-15,2011.0,1,Q1,2,February,Feb,7,2,Tuesday,Tue
